"Protein","Gene","Description","GeneSymbol","Ctrl.Rep1","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B","controlLogFoldChange"
"O15550","KDM6A_HUMAN","Lysine-specific demethylase 6A (EC 1.14.11.-) (Histone demethylase UTX) (Ubiquitously-transcribed TPR protein on the X chromosome) (Ubiquitously-transcribed X chromosome tetratricopeptide repeat protein)","KDM6A",5.79,7.2,7.27,7.68,7.37,7.66,6.9,7.62,5.21,5.57,5.22,2,0.4,6.67851144411405,1.17,0.27,0.74,-4.57,2.05480478281577
"Q12789","TF3C1_HUMAN","General transcription factor 3C polypeptide 1 (TF3C-alpha) (TFIIIC box B-binding subunit) (Transcription factor IIIC 220 kDa subunit) (TFIIIC 220 kDa subunit) (TFIIIC220) (Transcription factor IIIC subunit alpha)","GTF3C1",8.7,9.37,9.71,9.59,9.53,9.58,9.46,9.68,7.42,7.33,7.48,7,0.22,8.89631576668406,1.17,0.27,0.74,-4.57,2.15019393973756
"Q14974","IMB1_HUMAN","Importin subunit beta-1 (Importin-90) (Karyopherin subunit beta-1) (Nuclear factor p97) (Pore targeting complex 97 kDa subunit) (PTAC97)","KPNB1",8.13,7.67,7.44,7.37,7.45,7.46,7.43,7.54,6.2,6.1,6.27,3,-0.18,7.18705333133454,-1.17,0.27,0.74,-4.57,1.46714947189054
"Q9BVP2","GNL3_HUMAN","Guanine nucleotide-binding protein-like 3 (E2-induced gene 3 protein) (Novel nucleolar protein 47) (NNP47) (Nucleolar GTP-binding protein 3) (Nucleostemin)","GNL3",9.59,8.84,8.62,9.01,8.91,8.74,8.65,8.88,7.63,7.7,7.29,6,-0.22,8.5336669877527,-1.17,0.27,0.74,-4.57,1.47592184987392
"P53618","COPB_HUMAN","Coatomer subunit beta (Beta-coat protein) (Beta-COP)","COPB1",9.01,9.7,10.04,9.65,9.81,9.76,9.9,9.76,8.09,7.99,8.07,12,0.21,9.25312723488454,1.17,0.27,0.74,-4.57,1.75982237772442
"Q9Y365","STA10_HUMAN","START domain-containing protein 10 (StARD10) (Antigen NY-CO-28) (PCTP-like protein) (PCTP-L) (Serologically defined colon cancer antigen 28) (StAR-related lipid transfer protein 10)","STARD10",6.5,6.59,6.43,6.44,6.45,6.34,6.47,6.17,4.89,4.87,4.7,1,-0.13,5.98713407449857,-1.17,0.27,0.74,-4.57,1.67090869609056
"P09496","CLCA_HUMAN","Clathrin light chain A (Lca)","CLTA",8.77,8.3,7.78,8.25,8.07,8.09,8.02,8.13,7.11,7.15,7.22,4,-0.2,7.89959313569222,-1.17,0.27,0.74,-4.57,1.11444874424103
"Q14165","MLEC_HUMAN","Malectin","MLEC",5.34,6.55,6.78,6.45,6.63,6.6,6.53,6.54,4.57,4.43,4.32,1,0.3,5.88492856464221,1.17,0.27,0.74,-4.57,2.13465377333133
"P28290","SSFA2_HUMAN","Sperm-specific antigen 2 (Cleavage signal-1 protein) (CS-1) (Ki-ras-induced actin-interacting protein)","SSFA2",6.41,6.21,6.69,6.05,5.81,6.14,6.36,6.21,4.58,4.05,4.32,1,-0.21,5.71151141435153,-1.17,0.27,0.74,-4.57,2.02391785592887
"Q9Y678","COPG1_HUMAN","Coatomer subunit gamma-1 (Gamma-1-coat protein) (Gamma-1-COP)","COPG1",8.94,9.52,9.55,9.33,9.59,9.38,9.49,9.5,7.82,7.92,7.91,9,0.16,8.99554536553477,1.17,0.27,0.74,-4.57,1.60753294340713
"Q9BVJ6","UT14A_HUMAN","U3 small nucleolar RNA-associated protein 14 homolog A (Antigen NY-CO-16) (Serologically defined colon cancer antigen 16)","UTP14A",6.05,5.19,5.43,5.38,5.16,5.38,5.28,5.4,3.67,3.66,3.48,1,-0.21,4.91648800305439,-1.17,0.27,0.74,-4.57,1.90772670313081
"P27105","STOM_HUMAN","Erythrocyte band 7 integral membrane protein (Protein 7.2b) (Stomatin)","STOM",5.25,6.39,6.34,6.3,6.37,6.42,6.04,6.54,5,5.25,5.13,1,0.28,5.91204411743568,1.17,0.27,0.74,-4.57,1.21531640300867
"O95833","CLIC3_HUMAN","Chloride intracellular channel protein 3","CLIC3",8.02,8.43,8.53,8.65,8.55,8.56,8.47,8.74,6.45,6.16,6.43,4,0.17,7.90818082664586,1.17,0.27,0.74,-4.57,2.23195688457887
"Q12874","SF3A3_HUMAN","Splicing factor 3A subunit 3 (SF3a60) (Spliceosome-associated protein 61) (SAP 61)","SF3A3",8.41,7.61,7.21,7.47,7.41,7.42,7.39,7.5,6.27,6.57,6.54,5,-0.25,7.25372017068767,-1.16,0.27,0.74,-4.57,1.21431807916483
"A6NC98","CC88B_HUMAN","Coiled-coil domain-containing protein 88B (Brain leucine zipper domain-containing protein) (Gipie) (Hook-related protein 3) (HkRP3)","CCDC88B",8.19,5.36,4.82,5.64,5.58,5.19,5.03,5.56,4.83,5.35,4.76,1,-0.66,5.48389240257101,-1.16,0.27,0.74,-4.57,1.023577869085
"P30050","RL12_HUMAN","60S ribosomal protein L12 (Large ribosomal subunit protein uL11)","RPL12",9.47,10.32,10.34,10.3,10.3,10.35,10.36,10.31,8.59,8.08,8.54,6,0.22,9.7229332562341,1.16,0.27,0.74,-4.57,1.92922301619732
"P00338","LDHA_HUMAN","L-lactate dehydrogenase A chain (LDH-A) (EC 1.1.1.27) (Cell proliferation-inducing gene 19 protein) (LDH muscle subunit) (LDH-M) (Renal carcinoma antigen NY-REN-59)","LDHA",9.36,9.95,10.07,9.96,9.97,9.92,10.12,10,8.5,8.27,8.4,9,0.17,9.50114541620639,1.16,0.27,0.74,-4.57,1.61409804361518
"P25205","MCM3_HUMAN","DNA replication licensing factor MCM3 (EC 3.6.4.12) (DNA polymerase alpha holoenzyme-associated protein P1) (P1-MCM3) (RLF subunit beta) (p102)","MCM3",8.25,8.87,9.36,9.17,8.95,9.17,9.3,9.17,7.48,7.55,7.4,7,0.23,8.60562928951928,1.16,0.27,0.74,-4.57,1.66977901139815
"P69905","HBA_HUMAN","Hemoglobin subunit alpha (Alpha-globin) (Hemoglobin alpha chain)","HBA1;",5,5.89,5.46,6.05,5.84,6.03,5.86,5.76,5.32,5.89,5.05,1,0.27,5.64907723562529,1.16,0.27,0.74,-4.57,0.455165497064038
"O15504","NUPL2_HUMAN","Nucleoporin-like protein 2 (NLP-1) (NUP42 homolog) (Nucleoporin hCG1)","NUPL2",5.53,5.03,4.53,4.66,4.52,4.81,4.5,4.88,3.08,3.1,3.57,1,-0.26,4.38204565345036,-1.16,0.27,0.74,-4.57,1.68467323508389
"O75817","POP7_HUMAN","Ribonuclease P protein subunit p20 (RNaseP protein p20) (EC 3.1.26.5) (Ribonucleases P/MRP protein subunit POP7 homolog) (hPOP7)","POP7",6.83,6.09,6.17,6.3,6.27,6.24,5.95,6.17,4.45,4.22,4.41,1,-0.19,5.73698621344456,-1.16,0.27,0.74,-4.57,1.98861862496534
"P09661","RU2A_HUMAN","U2 small nuclear ribonucleoprotein A' (U2 snRNP A')","SNRPA1",8.58,8.02,8.05,8.2,8.05,8.17,8,8.03,6.67,6.78,6.64,5,-0.15,7.74563688487864,-1.15,0.27,0.74,-4.57,1.51568628475366
"Q09161","NCBP1_HUMAN","Nuclear cap-binding protein subunit 1 (80 kDa nuclear cap-binding protein) (CBP80) (NCBP 80 kDa subunit)","NCBP1",6.84,6.53,6.65,6.81,6.44,6.53,6.45,6.57,5.28,6.13,5.27,2,-0.21,6.31894766733971,-1.15,0.27,0.74,-4.58,1.14900521003007
"P63165","SUMO1_HUMAN","Small ubiquitin-related modifier 1 (SUMO-1) (GAP-modifying protein 1) (GMP1) (SMT3 homolog 3) (Sentrin) (Ubiquitin-homology domain protein PIC1) (Ubiquitin-like protein SMT3C) (Smt3C) (Ubiquitin-like protein UBL1)","SUMO1",8.28,9.26,9.27,9.86,9.41,9.62,9.1,9.8,7.55,7.82,7.68,3,0.32,8.87752514727991,1.15,0.27,0.74,-4.58,1.80029401925176
"P49959","MRE11_HUMAN","Double-strand break repair protein MRE11 (Double-strand break repair protein MRE11A) (Meiotic recombination 11 homolog 1) (MRE11 homolog 1) (Meiotic recombination 11 homolog A) (MRE11 homolog A)","MRE11",5.07,4.82,5.23,4.88,4.8,4.61,4.68,5.04,2.67,3.3,2.62,1,-0.21,4.33679051862836,-1.15,0.27,0.74,-4.58,2.13897732263009
"Q92688","AN32B_HUMAN","Acidic leucine-rich nuclear phosphoprotein 32 family member B (Acidic protein rich in leucines) (Putative HLA-DR-associated protein I-2) (PHAPI2) (Silver-stainable protein SSP29)","ANP32B",9.74,8.59,8.78,8.81,8.78,8.75,8.42,8.96,6.78,6.81,6.8,3,-0.25,8.29228838029526,-1.15,0.27,0.74,-4.58,2.18041522926004
"Q8NFD5","ARI1B_HUMAN","AT-rich interactive domain-containing protein 1B (ARID domain-containing protein 1B) (BRG1-associated factor 250b) (BAF250B) (BRG1-binding protein hELD/OSA1) (Osa homolog 2) (hOsa2) (p250R)","ARID1B",5.86,7.23,7.23,7.65,7.44,7.54,6.87,7.66,5.23,5.82,5.57,2,0.39,6.73633241730852,1.15,0.27,0.74,-4.58,1.83712821425483
"Q15393","SF3B3_HUMAN","Splicing factor 3B subunit 3 (Pre-mRNA-splicing factor SF3b 130 kDa subunit) (SF3b130) (STAF130) (Spliceosome-associated protein 130) (SAP 130)","SF3B3",11.49,10.99,10.82,10.99,10.92,10.96,10.92,10.9,9.67,9.66,9.71,23,-0.15,10.6394337182945,-1.15,0.27,0.74,-4.58,1.39349300512531
"O43290","SNUT1_HUMAN","U4/U6.U5 tri-snRNP-associated protein 1 (SNU66 homolog) (hSnu66) (Squamous cell carcinoma antigen recognized by T-cells 1) (SART-1) (hSART-1) (U4/U6.U5 tri-snRNP-associated 110 kDa protein) (allergen Hom s 1)","SART1",9.28,8.76,8.89,8.84,8.73,8.85,8.8,8.79,7.49,7.83,7.7,6,-0.15,8.54221960193341,-1.15,0.27,0.74,-4.58,1.26893581550376
"P78406","RAE1L_HUMAN","mRNA export factor (Rae1 protein homolog) (mRNA-associated protein mrnp 41)","RAE1",8.12,7.84,7.7,7.94,7.8,7.78,7.4,7.94,5.97,5.64,5.99,1,-0.17,7.28234249119006,-1.15,0.27,0.74,-4.58,2.03331784954174
"P17676","CEBPB_HUMAN","CCAAT/enhancer-binding protein beta (C/EBP beta) (Liver activator protein) (LAP) (Liver-enriched inhibitory protein) (LIP) (Nuclear factor NF-IL6) (Transcription factor 5) (TCF-5)","CEBPB",6.96,7.99,7.89,8.46,8.52,8.28,7.57,8.43,5.82,6.73,5.92,1,0.37,7.50564168063516,1.15,0.27,0.74,-4.58,2.04227045907901
"P15880","RS2_HUMAN","40S ribosomal protein S2 (40S ribosomal protein S4) (Protein LLRep3) (Small ribosomal subunit protein uS5)","RPS2",10.75,11.05,11,10.98,11.17,10.99,11.07,11.01,9.4,9.12,9.27,12,0.12,10.5292714894675,1.15,0.27,0.74,-4.58,1.79984086617636
"P12956","XRCC6_HUMAN","X-ray repair cross-complementing protein 6 (EC 3.6.4.-) (EC 4.2.99.-) (5'-deoxyribose-5-phosphate lyase Ku70) (5'-dRP lyase Ku70) (70 kDa subunit of Ku antigen) (ATP-dependent DNA helicase 2 subunit 1) (ATP-dependent DNA helicase II 70 kDa subunit) (CTC box-binding factor 75 kDa subunit) (CTC75) (CTCBF) (DNA repair protein XRCC6) (Lupus Ku autoantigen protein p70) (Ku70) (Thyroid-lupus autoantigen) (TLAA) (X-ray repair complementing defective repair in Chinese hamster cells 6)","XRCC6",11.78,11.56,11.97,11.72,11.44,11.58,11.83,11.65,9.95,9.76,9.86,24,-0.13,11.190471261057,-1.15,0.27,0.74,-4.58,1.90316951556501
"P07737","PROF1_HUMAN","Profilin-1 (Epididymis tissue protein Li 184a) (Profilin I)","PFN1",9.94,10.4,10.7,10.71,10.48,10.58,10.7,10.72,8.61,8.47,8.55,9,0.18,9.98725556011146,1.15,0.27,0.74,-4.58,2.07634431444491
"Q8TAQ2","SMRC2_HUMAN","SWI/SNF complex subunit SMARCC2 (BRG1-associated factor 170) (BAF170) (SWI/SNF complex 170 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2)","SMARCC2",9.88,11.12,11.18,11.63,11.35,11.58,10.83,11.63,8.14,9.07,8.25,15,0.4,10.4230608185945,1.15,0.28,0.74,-4.58,2.86004026388977
"Q9Y4E8","UBP15_HUMAN","Ubiquitin carboxyl-terminal hydrolase 15 (EC 3.4.19.12) (Deubiquitinating enzyme 15) (Ubiquitin thioesterase 15) (Ubiquitin-specific-processing protease 15) (Unph-2) (Unph4)","USP15",6.08,6.04,6.3,6.22,6.56,6.45,6.17,6.44,3.8,4.99,4.44,1,0.24,5.77134983873041,1.14,0.28,0.74,-4.58,1.99476882346666
"Q1ED39","KNOP1_HUMAN","Lysine-rich nucleolar protein 1 (Protein FAM191A) (Testis-specific gene 118 protein)","KNOP1",5.12,5.21,5.22,5.72,5.87,5.52,5.25,5.75,4.63,5.66,4.69,1,0.28,5.32960636166604,1.14,0.28,0.74,-4.58,0.601388513429481
"P46977","STT3A_HUMAN","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1) (Transmembrane protein TMC)","STT3A",8.29,8.99,9.08,9.06,9.02,9.13,9.09,9.09,7.16,7.91,7.27,5,0.23,8.55523263899435,1.14,0.28,0.74,-4.58,1.63533987025545
"Q96FJ2","DYL2_HUMAN","Dynein light chain 2, cytoplasmic (8 kDa dynein light chain b) (DLC8b) (Dynein light chain LC8-type 2)","DYNLL2",7.02,7.64,7.72,7.93,7.81,7.79,7.75,8.06,5.92,4.83,5.59,1,0.27,7.09605106575728,1.14,0.28,0.74,-4.58,2.40617498726118
"Q8IZQ5","SELH_HUMAN","Selenoprotein H (SelH)","SELENOH",6.16,6.41,6.68,6.69,6.73,6.67,6.5,6.75,5.39,5.83,5.36,1,0.18,6.2874192898307,1.14,0.28,0.74,-4.58,1.13611007824651
"Q14978","NOLC1_HUMAN","Nucleolar and coiled-body phosphoprotein 1 (140 kDa nucleolar phosphoprotein) (Nopp140) (Hepatitis C virus NS5A-transactivated protein 13) (HCV NS5A-transactivated protein 13) (Nucleolar 130 kDa protein) (Nucleolar phosphoprotein p130)","NOLC1",11.85,10.44,10.44,10.67,10.56,10.62,10.37,10.61,9.36,9.8,9.32,19,-0.31,10.3678867545488,-1.14,0.28,0.74,-4.58,1.35689217693022
"P08865","RSSA_HUMAN","40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Colon carcinoma laminin-binding protein) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (Multidrug resistance-associated protein MGr1-Ag) (NEM/1CHD4) (Small ribosomal subunit protein uS2)","RPSA",6.94,8,7.52,7.77,7.9,7.74,7.77,7.73,6.67,6.21,6.44,4,0.23,7.33425749749632,1.14,0.28,0.74,-4.58,1.34376940058429
"Q16531","DDB1_HUMAN","DNA damage-binding protein 1 (DDB p127 subunit) (DNA damage-binding protein a) (DDBa) (Damage-specific DNA-binding protein 1) (HBV X-associated protein 1) (XAP-1) (UV-damaged DNA-binding factor) (UV-damaged DNA-binding protein 1) (UV-DDB 1) (XPE-binding factor) (XPE-BF) (Xeroderma pigmentosum group E-complementing protein) (XPCe)","DDB1",7.74,8.25,8.18,8.36,8.26,8.29,8.14,8.46,6.58,6.6,6.67,4,0.16,7.77438788426778,1.14,0.28,0.74,-4.58,1.67286074019953
"P09429","HMGB1_HUMAN","High mobility group protein B1 (High mobility group protein 1) (HMG-1)","HMGB1",9.93,9.57,10.26,9.53,9.36,9.56,10.02,9.52,7.59,7.31,7.5,5,-0.21,9.1068254040924,-1.14,0.28,0.74,-4.58,2.35760570850554
"Q9C0J8","WDR33_HUMAN","pre-mRNA 3' end processing protein WDR33 (WD repeat-containing protein 33) (WD repeat-containing protein WDC146)","WDR33",6.22,5.77,5.74,5.75,5.59,5.88,5.63,5.74,4.34,4.37,4.38,1,-0.16,5.40040932016475,-1.14,0.28,0.74,-4.58,1.50512668946706
"P05387","RLA2_HUMAN","60S acidic ribosomal protein P2 (Large ribosomal subunit protein P2) (Renal carcinoma antigen NY-REN-44)","RPLP2",6.84,6.89,6.3,6.63,6.43,6.44,6.55,6.5,5.67,5.04,5.45,1,-0.19,6.24762634377521,-1.14,0.28,0.74,-4.58,1.28356227663125
"Q9Y285","SYFA_HUMAN","Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (CML33) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)","FARSA",5.57,6.36,6.64,6.55,6.49,6.52,6.59,6.49,5,4.57,4.69,1,0.24,5.95144928495051,1.13,0.28,0.74,-4.58,1.76565639644192
"O60216","RAD21_HUMAN","Double-strand-break repair protein rad21 homolog (hHR21) (Nuclear matrix protein 1) (NXP-1) (SCC1 homolog)","RAD21",7.26,7.12,7.29,7.33,7.16,7.05,7.06,7.19,5.47,5.19,5.05,2,-0.13,6.65204701658909,-1.13,0.28,0.74,-4.58,2.00808724232992
"Q14692","BMS1_HUMAN","Ribosome biogenesis protein BMS1 homolog (Ribosome assembly protein BMS1 homolog)","BMS1",9.1,8.12,7.74,8.16,8.26,7.83,7.85,8.03,6.96,7.33,6.74,5,-0.29,7.82806852730737,-1.13,0.28,0.74,-4.58,1.27012066097104
"P46781","RS9_HUMAN","40S ribosomal protein S9 (Small ribosomal subunit protein uS4)","RPS9",11.03,11.72,11.75,11.59,11.68,11.68,11.75,11.65,10.01,9.77,9.94,17,0.17,11.1427092091081,1.13,0.28,0.74,-4.58,1.78687600827085
"Q8ND56","LS14A_HUMAN","Protein LSM14 homolog A (Protein FAM61A) (Protein SCD6 homolog) (Putative alpha-synuclein-binding protein) (AlphaSNBP) (RNA-associated protein 55A) (hRAP55) (hRAP55A)","LSM14A",5.89,7.02,6.57,6.95,6.9,6.84,6.9,6.75,5.67,5.43,5.61,1,0.24,6.41225436618522,1.13,0.28,0.74,-4.58,1.27917614715886
"P56945","BCAR1_HUMAN","Breast cancer anti-estrogen resistance protein 1 (CRK-associated substrate) (Cas scaffolding protein family member 1) (p130cas)","BCAR1",6.03,7.46,8.48,7.14,8.1,7.57,7.92,7.39,4.34,5.08,4.5,3,0.47,6.73057613130906,1.13,0.28,0.74,-4.58,3.10526464789133
"P62081","RS7_HUMAN","40S ribosomal protein S7 (Small ribosomal subunit protein eS7)","RPS7",11.18,11.57,11.46,11.53,11.56,11.46,11.65,11.54,10.18,10.01,10.09,14,0.12,11.110813649189,1.13,0.28,0.74,-4.58,1.45772855946863
"P52907","CAZA1_HUMAN","F-actin-capping protein subunit alpha-1 (CapZ alpha-1)","CAPZA1",7.01,7.51,7.59,7.66,7.78,7.59,7.43,7.66,6.27,6.3,6.1,3,0.17,7.17269412515045,1.13,0.28,0.74,-4.58,1.39234758646686
"E9PRG8","CK098_HUMAN","Uncharacterized protein C11orf98","C11orf98",7.15,7.2,7.06,7.43,7.38,7.38,7.29,7.39,6.14,6.24,5.75,1,0.15,6.94569448803311,1.12,0.28,0.74,-4.58,1.31613585114375
"Q9P2M7","CING_HUMAN","Cingulin","CGN",10.73,9.58,9.39,9.45,9.6,9.4,9.47,9.55,8.73,9.18,8.96,15,-0.29,9.45895307090351,-1.12,0.28,0.74,-4.58,0.829728865244252
"P61956","SUMO2_HUMAN","Small ubiquitin-related modifier 2 (SUMO-2) (HSMT3) (SMT3 homolog 2) (SUMO-3) (Sentrin-2) (Ubiquitin-like protein SMT3B) (Smt3B)","SUMO2",7.64,8.61,8.33,9.25,8.96,9.03,8.1,9.19,5.71,6.15,5.69,2,0.36,7.87744350767179,1.12,0.28,0.74,-4.58,2.96731495168903
"O43747","AP1G1_HUMAN","AP-1 complex subunit gamma-1 (Adaptor protein complex AP-1 subunit gamma-1) (Adaptor-related protein complex 1 subunit gamma-1) (Clathrin assembly protein complex 1 gamma-1 large chain) (Gamma1-adaptin) (Golgi adaptor HA1/AP1 adaptin subunit gamma-1)","AP1G1",8.14,8.95,8.94,8.9,8.96,8.9,8.91,8.9,7.43,7.34,7.41,7,0.19,8.43513877563646,1.12,0.28,0.74,-4.58,1.52526599610919
"P27694","RFA1_HUMAN","Replication protein A 70 kDa DNA-binding subunit (RP-A p70) (Replication factor A protein 1) (RF-A protein 1) (Single-stranded DNA-binding protein) [Cleaved into: Replication protein A 70 kDa DNA-binding subunit, N-terminally processed]","RPA1",8.59,9.39,9.99,9.78,9.53,9.77,9.79,9.74,7.58,7.59,7.5,7,0.27,9.02255860837767,1.12,0.29,0.74,-4.58,2.15177426418523
"O75643","U520_HUMAN","U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (Activating signal cointegrator 1 complex subunit 3-like 1) (BRR2 homolog) (U5 snRNP-specific 200 kDa protein) (U5-200KD)","SNRNP200",11.45,11.2,11.33,11.15,11.11,11.21,11.3,11.08,9.69,9.7,9.7,34,-0.11,10.8101423090535,-1.12,0.29,0.74,-4.59,1.58509919032968
"O00515","LAD1_HUMAN","Ladinin-1 (Lad-1) (Linear IgA disease antigen) (LADA)","LAD1",7.96,6.97,6.93,7.06,7.14,6.92,6.87,7.03,5.99,6.37,5.92,4,-0.24,6.83343509048264,-1.11,0.29,0.74,-4.59,1.13351871375622
"Q9UQ35","SRRM2_HUMAN","Serine/arginine repetitive matrix protein 2 (300 kDa nuclear matrix antigen) (Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa) (SR-related nuclear matrix protein of 300 kDa) (Ser/Arg-related nuclear matrix protein of 300 kDa) (Splicing coactivator subunit SRm300) (Tax-responsive enhancer element-binding protein 803) (TaxREB803)","SRRM2",9.71,9.68,9.85,10.18,10.07,10.07,9.9,9.99,8.87,9.27,8.84,13,0.15,9.67496154860775,1.11,0.29,0.74,-4.59,1.01343348452479
"P05198","IF2A_HUMAN","Eukaryotic translation initiation factor 2 subunit 1 (Eukaryotic translation initiation factor 2 subunit alpha) (eIF-2-alpha) (eIF-2A) (eIF-2alpha)","EIF2S1",8.91,9.47,9.53,9.64,9.52,9.49,9.66,9.58,8.14,8.51,8.16,5,0.17,9.14540429703476,1.11,0.29,0.74,-4.59,1.29456612227904
"Q5VZL5","ZMYM4_HUMAN","Zinc finger MYM-type protein 4 (Zinc finger protein 262)","ZMYM4",5.23,5.48,5.9,5.63,5.78,5.92,5.47,5.81,4.82,4.78,4.54,1,0.18,5.39606607428478,1.11,0.29,0.74,-4.59,1.02994864383181
"P30041","PRDX6_HUMAN","Peroxiredoxin-6 (EC 1.11.1.15) (1-Cys peroxiredoxin) (1-Cys PRX) (24 kDa protein) (Acidic calcium-independent phospholipase A2) (aiPLA2) (EC 3.1.1.4) (Antioxidant protein 2) (Liver 2D page spot 40) (Non-selenium glutathione peroxidase) (NSGPx) (Red blood cells page spot 12)","PRDX6",9.21,9.65,9.64,9.78,9.68,9.75,9.61,9.8,8.3,8.22,8.1,5,0.14,9.24988467906548,1.11,0.29,0.74,-4.59,1.50366257779393
"P06396","GELS_HUMAN","Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin)","GSN",12.09,10.91,11.06,11.09,11.19,10.89,11.05,11.06,9.63,9.55,9.76,22,-0.24,10.7519601931198,-1.11,0.29,0.74,-4.59,1.64168560383754
"Q9UHD2","TBK1_HUMAN","Serine/threonine-protein kinase TBK1 (EC 2.7.11.1) (NF-kappa-B-activating kinase) (T2K) (TANK-binding kinase 1)","TBK1",5.28,5.91,6.17,5.94,5.89,6.03,6.22,6.01,4.12,4.59,4.24,1,0.21,5.49147928016543,1.11,0.29,0.74,-4.59,1.72083743003191
"P46013","KI67_HUMAN","Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67) (Antigen KI-67) (Antigen Ki67)","MKI67",8.79,7.94,8.25,8.08,7.93,8.14,8.14,8.08,6.44,6.7,6.3,5,-0.19,7.7083710750035,-1.11,0.29,0.74,-4.59,1.7844735658418
"Q15654","TRIP6_HUMAN","Thyroid receptor-interacting protein 6 (TR-interacting protein 6) (TRIP-6) (Opa-interacting protein 1) (OIP-1) (Zyxin-related protein 1) (ZRP-1)","TRIP6",6.44,6.75,6.79,6.87,7.1,7.02,6.64,6.81,5.58,5.9,5.32,3,0.18,6.47498330204462,1.11,0.29,0.74,-4.59,1.29422916259061
"P60660","MYL6_HUMAN","Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6)","MYL6",10.14,9.64,9.48,9.51,9.67,9.47,9.38,9.61,8.16,8.29,8.19,6,-0.16,9.23092433333472,-1.11,0.29,0.74,-4.59,1.47885223136365
"Q96AC1","FERM2_HUMAN","Fermitin family homolog 2 (Kindlin-2) (Mitogen-inducible gene 2 protein) (MIG-2) (Pleckstrin homology domain-containing family C member 1) (PH domain-containing family C member 1)","FERMT2",6.89,7.11,7.49,7.29,7.45,7.37,7.33,7.23,5.35,5.37,5.19,1,0.15,6.73429471617881,1.11,0.29,0.74,-4.59,2.03782337688988
"Q14166","TTL12_HUMAN","Tubulin--tyrosine ligase-like protein 12","TTLL12",4.29,5.42,5.77,5.59,5.56,5.73,5.57,5.45,4.05,4.6,4.61,1,0.31,5.14944046723147,1.11,0.29,0.74,-4.59,1.15870293508528
"P05783","K1C18_HUMAN","Keratin, type I cytoskeletal 18 (Cell proliferation-inducing gene 46 protein) (Cytokeratin-18) (CK-18) (Keratin-18) (K18)","KRT18",14.83,15.22,15.31,15.34,15.51,15.47,15.01,15.37,13.18,13.34,13.1,48,0.17,14.6983402908888,1.1,0.29,0.74,-4.59,2.13393962193969
"P46783","RS10_HUMAN","40S ribosomal protein S10 (Small ribosomal subunit protein eS10)","RPS10",8.56,9.03,8.94,8.94,9.12,8.96,8.96,9.02,7.67,7.25,7.59,5,0.15,8.54948568060069,1.1,0.29,0.74,-4.59,1.50959453794915
"Q13526","PIN1_HUMAN","Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (EC 5.2.1.8) (Peptidyl-prolyl cis-trans isomerase Pin1) (PPIase Pin1) (Rotamase Pin1)","PIN1",6.53,7.14,7.18,7.44,7.32,7.35,7.01,7.56,4.98,5.58,5.62,1,0.24,6.70132418167304,1.1,0.29,0.74,-4.59,1.91496060649902
"Q92888","ARHG1_HUMAN","Rho guanine nucleotide exchange factor 1 (115 kDa guanine nucleotide exchange factor) (p115-RhoGEF) (p115RhoGEF) (Sub1.5)","ARHGEF1",4.92,6.08,6.03,5.94,5.96,5.89,6.15,5.99,4.61,4.29,4.28,1,0.26,5.4679434013461,1.1,0.29,0.75,-4.59,1.60295939417358
"P62820","RAB1A_HUMAN","Ras-related protein Rab-1A (YPT1-related protein)","RAB1A",6.38,5.32,5.1,4.89,5.29,4.77,5,5.31,3.47,3.12,3.91,1,-0.33,4.7778742150106,-1.1,0.3,0.75,-4.59,1.92366413633454
"Q9BY42","RTF2_HUMAN","Protein RTF2 homolog (Replication termination factor 2 domain-containing protein 1)","RTFDC1",7.51,8.36,9.21,8.87,8.64,8.83,8.92,8.8,6.06,5.96,5.95,2,0.31,7.91819401594275,1.1,0.3,0.75,-4.59,2.80878533168229
