"Protein","Gene","Description","GeneSymbol","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Q9UPT8","ZC3H4_HUMAN","Zinc finger CCCH domain-containing protein 4","ZC3H4",5.66,5.9,5.88,5.74,5.84,5.58,5.84,4.1,4.39,4.37,2,1.53,5.33127773033932,11.27,8.1e-08,3e-07,8.34
"P24941","CDK2_HUMAN","Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase)","CDK2",6.39,6.59,6.68,6.33,6.48,6.47,6.6,5.15,5.19,5.27,1,1.35,6.11485477204823,11.27,8.2e-08,3e-07,8.34
"Q9UHD8","SEPT9_HUMAN","Septin-9 (MLL septin-like fusion protein MSF-A) (MLL septin-like fusion protein) (Ovarian/Breast septin) (Ov/Br septin) (Septin D1)","SEPT9",10.36,10.18,10.23,10.35,10.23,10.34,10.25,9.34,9.38,9.34,20,0.9,10.000245550511,11.27,8.2e-08,3e-07,8.34
"O14818","PSA7_HUMAN","Proteasome subunit alpha type-7 (EC 3.4.25.1) (Proteasome subunit RC6-1) (Proteasome subunit XAPC7)","PSMA7",7.68,7.64,7.88,7.51,7.81,7.72,7.81,6.51,6.21,6.33,2,1.38,7.31026738054938,11.26,8.2e-08,3e-07,8.33
"Q12899","TRI26_HUMAN","Tripartite motif-containing protein 26 (EC 2.3.2.27) (Acid finger protein) (AFP) (RING finger protein 95) (Zinc finger protein 173)","TRIM26",5.71,5.7,5.62,5.77,5.62,5.7,5.7,4.27,4.39,4,1,1.46,5.24928181118757,11.26,8.3e-08,3e-07,8.33
"P63279","UBC9_HUMAN","SUMO-conjugating enzyme UBC9 (EC 2.3.2.-) (RING-type E3 SUMO transferase UBC9) (SUMO-protein ligase) (Ubiquitin carrier protein 9) (Ubiquitin carrier protein I) (Ubiquitin-conjugating enzyme E2 I) (Ubiquitin-protein ligase I) (p18)","UBE2I",7.8,7.58,8.12,8,8.16,7.46,8.22,5.75,5.56,5.76,2,2.14,7.23987844197232,11.25,8.3e-08,3e-07,8.32
"Q9UHX1","PUF60_HUMAN","Poly(U)-binding-splicing factor PUF60 (60 kDa poly(U)-binding-splicing factor) (FUSE-binding protein-interacting repressor) (FBP-interacting repressor) (Ro-binding protein 1) (RoBP1) (Siah-binding protein 1) (Siah-BP1)","PUF60",8.34,8.21,8.23,8.01,8.21,8.36,8.22,7.04,7.12,7.16,6,1.16,7.88994029288007,11.23,8.5e-08,3.1e-07,8.3
"P62318","SMD3_HUMAN","Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)","SNRPD3",8.68,8.42,8.72,8.76,8.55,8.43,8.73,7.4,7.21,7.15,2,1.35,8.20557403383092,11.22,8.5e-08,3.1e-07,8.29
"P52272","HNRPM_HUMAN","Heterogeneous nuclear ribonucleoprotein M (hnRNP M)","HNRNPM",12.19,11.88,11.96,11.98,11.9,12.04,11.96,11.05,10.92,11.01,43,1.02,11.6889199988695,11.22,8.5e-08,3.1e-07,8.29
"P06396","GELS_HUMAN","Gelsolin (AGEL) (Actin-depolymerizing factor) (ADF) (Brevin)","GSN",10.62,10.77,10.8,10.9,10.6,10.76,10.77,9.63,9.55,9.76,22,1.08,10.4156438429676,11.2,8.7e-08,3.1e-07,8.27
"P78406","RAE1L_HUMAN","mRNA export factor (Rae1 protein homolog) (mRNA-associated protein mrnp 41)","RAE1",7.55,7.41,7.65,7.51,7.49,7.11,7.65,5.97,5.64,5.99,1,1.67,6.99683141211976,11.19,8.8e-08,3.2e-07,8.26
"O00422","SAP18_HUMAN","Histone deacetylase complex subunit SAP18 (18 kDa Sin3-associated polypeptide) (2HOR0202) (Cell growth-inhibiting gene 38 protein) (Sin3-associated polypeptide p18)","SAP18",7.69,7.45,7.51,7.43,7.56,7.62,7.56,6.31,6.03,6.36,4,1.32,7.15083350684405,11.18,8.9e-08,3.2e-07,8.25
"Q9Y365","STA10_HUMAN","START domain-containing protein 10 (StARD10) (Antigen NY-CO-28) (PCTP-like protein) (PCTP-L) (Serologically defined colon cancer antigen 28) (StAR-related lipid transfer protein 10)","STARD10",6.31,6.15,6.15,6.17,6.05,6.18,5.89,4.89,4.87,4.7,1,1.38,5.73621659792277,11.18,8.9e-08,3.2e-07,8.25
"Q9UNX3","RL26L_HUMAN","60S ribosomal protein L26-like 1 (Large ribosomal subunit protein uL24-like 1)","RPL26L1",6.91,6.9,7,6.75,6.85,7.06,6.96,5.69,5.27,5.48,1,1.45,6.48742618942907,11.17,9e-08,3.2e-07,8.24
"P42677","RS27_HUMAN","40S ribosomal protein S27 (Metallopan-stimulin 1) (MPS-1) (Small ribosomal subunit protein eS27)","RPS27",6.76,6.89,7.06,6.9,6.91,6.89,6.86,5.71,5.75,5.66,1,1.2,6.54072545290538,11.14,9.3e-08,3.3e-07,8.2
"P26368","U2AF2_HUMAN","Splicing factor U2AF 65 kDa subunit (U2 auxiliary factor 65 kDa subunit) (hU2AF(65)) (hU2AF65) (U2 snRNP auxiliary factor large subunit)","U2AF2",7.33,7.31,7.35,7.45,7.34,7.32,7.29,6.24,6.24,5.97,6,1.18,6.98394192528161,11.12,9.5e-08,3.3e-07,8.19
"Q8TCU6","PREX1_HUMAN","Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 1 protein (P-Rex1) (PtdIns(3,4,5)-dependent Rac exchanger 1)","PREX1",10.25,10.25,9.93,10.1,10.08,10.32,9.99,8.9,8.64,8.88,17,1.34,9.73497433049872,11.12,9.5e-08,3.3e-07,8.19
"O43150","ASAP2_HUMAN","Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 (Development and differentiation-enhancing factor 2) (Paxillin-associated protein with ARF GAP activity 3) (PAG3) (Pyk2 C-terminus-associated protein) (PAP)","ASAP2",4.93,4.93,5.12,4.82,5.02,4.81,4.81,3.37,3.54,3.49,1,1.53,4.48397816407399,11.12,9.5e-08,3.4e-07,8.18
"Q16181","SEPT7_HUMAN","Septin-7 (CDC10 protein homolog)","SEPT7",9.28,9.51,9.31,9.23,9.35,9.49,9.25,8.32,8.28,8.23,8,1.09,9.02580784640707,11.1,9.7e-08,3.4e-07,8.16
"Q9Y285","SYFA_HUMAN","Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (CML33) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)","FARSA",6.08,6.35,6.27,6.2,6.23,6.3,6.2,5,4.57,4.69,1,1.48,5.7890702067661,11.08,9.8e-08,3.4e-07,8.15
"Q9Y490","TLN1_HUMAN","Talin-1","TLN1",8.08,8.08,7.96,7.97,7.93,8.07,8.03,7.09,7.03,6.89,5,1.04,7.71401421716024,11.08,9.9e-08,3.4e-07,8.14
"P09234","RU1C_HUMAN","U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)","SNRPC",5.78,5.81,5.65,5.83,5.81,5.78,5.92,4.31,3.77,4.23,1,1.64,5.28799437403935,11.07,1e-07,3.5e-07,8.13
"O15145","ARPC3_HUMAN","Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC)","ARPC3",8.64,8.55,8.47,8.55,8.51,8.53,8.56,7.57,7.15,7.31,3,1.21,8.18290141142654,11.06,1e-07,3.5e-07,8.13
"Q6PJT7","ZC3HE_HUMAN","Zinc finger CCCH domain-containing protein 14 (Mammalian suppressor of tau pathology-2) (MSUT-2) (Renal carcinoma antigen NY-REN-37)","ZC3H14",7.4,7.51,7.47,7.38,7.37,7.45,7.34,9,9.02,8.52,3,-1.39,7.84550308324664,-11.06,1e-07,3.5e-07,8.12
"P08621","RU17_HUMAN","U1 small nuclear ribonucleoprotein 70 kDa (U1 snRNP 70 kDa) (U1-70K) (snRNP70)","SNRNP70",9.76,9.64,9.72,9.95,9.69,9.62,9.72,8.64,8.7,8.63,11,1.05,9.40714867804512,11.06,1e-07,3.5e-07,8.12
"Q8WVV4","POF1B_HUMAN","Protein POF1B (Premature ovarian failure protein 1B)","POF1B",6.75,7.12,7.17,7,7.13,6.81,7.26,5.16,5.44,4.95,3,1.83,6.47892077809743,11.05,1e-07,3.5e-07,8.11
"Q14690","RRP5_HUMAN","Protein RRP5 homolog (NF-kappa-B-binding protein) (NFBP) (Programmed cell death protein 11)","PDCD11",8.47,8.3,8.43,8.44,8.35,8.19,8.29,7.31,7.22,7.4,8,1.09,8.04169474013875,11.05,1e-07,3.5e-07,8.11
"Q96L92","SNX27_HUMAN","Sorting nexin-27","SNX27",5.72,5.93,5.66,5.67,5.73,6.04,5.88,4.02,3.91,4.33,1,1.68,5.289073484367,11.04,1e-07,3.5e-07,8.1
"Q9BZZ5","API5_HUMAN","Apoptosis inhibitor 5 (API-5) (Antiapoptosis clone 11 protein) (AAC-11) (Cell migration-inducing gene 8 protein) (Fibroblast growth factor 2-interacting factor) (FIF) (Protein XAGL)","API5",8.71,8.38,8.54,8.46,8.34,8.41,8.4,7.49,7.2,7.37,5,1.2,8.13110484460043,11.03,1e-07,3.6e-07,8.09
"P24468","COT2_HUMAN","COUP transcription factor 2 (COUP-TF2) (Apolipoprotein A-I regulatory protein 1) (ARP-1) (COUP transcription factor II) (COUP-TF II) (Nuclear receptor subfamily 2 group F member 2)","NR2F2",8.83,8.72,9.52,9.05,9.41,8.4,9.37,5.72,6.38,5.7,3,3.09,8.11024106602741,11.02,1e-07,3.6e-07,8.08
"Q16678","CP1B1_HUMAN","Cytochrome P450 1B1 (EC 1.14.14.1) (CYPIB1)","CYP1B1",5.72,6.2,5.76,5.94,6,5.74,5.91,4.17,4.02,3.55,1,1.98,5.3026535151317,11.01,1.1e-07,3.6e-07,8.07
"O95372","LYPA2_HUMAN","Acyl-protein thioesterase 2 (APT-2) (EC 3.1.2.-) (Lysophospholipase II) (LPL-II) (LysoPLA II)","LYPLA2",6.97,7.32,7.26,7.09,7.33,7.34,7.35,5.3,5.57,5.81,2,1.63,6.73348690478338,11.01,1.1e-07,3.6e-07,8.07
"P35659","DEK_HUMAN","Protein DEK","DEK",7.78,7.84,7.89,7.61,7.74,7.84,7.83,6.49,6.8,6.64,4,1.2,7.44559996039129,11,1.1e-07,3.6e-07,8.06
"Q9C005","DPY30_HUMAN","Protein dpy-30 homolog (Dpy-30-like protein) (Dpy-30L)","DPY30",6.67,7.21,6.77,6.63,6.97,6.87,6.9,4.81,4.99,5.3,3,1.85,6.3115618536349,10.97,1.1e-07,3.7e-07,8.03
"P26358","DNMT1_HUMAN","DNA (cytosine-5)-methyltransferase 1 (Dnmt1) (EC 2.1.1.37) (CXXC-type zinc finger protein 9) (DNA methyltransferase HsaI) (DNA MTase HsaI) (M.HsaI) (MCMT)","DNMT1",7.55,7.76,7.69,7.65,7.68,7.64,7.76,6.3,6.62,6.25,2,1.28,7.28962910334735,10.97,1.1e-07,3.7e-07,8.03
"Q96PZ0","PUS7_HUMAN","Pseudouridylate synthase 7 homolog (EC 5.4.99.-)","PUS7",6.02,6.05,5.82,5.9,5.9,6.2,5.88,4.47,4.56,4.61,1,1.42,5.53967339203659,10.94,1.1e-07,3.8e-07,7.99
"Q86YP4","P66A_HUMAN","Transcriptional repressor p66-alpha (Hp66alpha) (GATA zinc finger domain-containing protein 2A)","GATAD2A",6.31,6.73,6.6,6.47,6.66,6.45,6.64,3.89,4.82,4.1,1,2.27,5.86726356896921,10.94,1.1e-07,3.8e-07,7.99
"Q9NWH9","SLTM_HUMAN","SAFB-like transcription modulator (Modulator of estrogen-induced transcription)","SLTM",8.76,8.69,8.7,8.84,8.55,8.64,8.63,7.74,7.56,7.67,6,1.06,8.37752980837536,10.93,1.1e-07,3.9e-07,7.98
"P42704","LPPRC_HUMAN","Leucine-rich PPR motif-containing protein, mitochondrial (130 kDa leucine-rich protein) (LRP 130) (GP130)","LRPPRC",7.15,7.25,7.01,6.49,6.86,7.05,6.61,5.45,5.64,5.38,1,1.65,6.49034715745387,10.93,1.2e-07,3.9e-07,7.98
"P62249","RS16_HUMAN","40S ribosomal protein S16 (Small ribosomal subunit protein uS9)","RPS16",10.72,10.47,10.61,10.78,10.65,10.73,10.74,9.62,9.3,9.56,12,1.1,10.3172971319141,10.9,1.2e-07,3.9e-07,7.96
"Q9BY77","PDIP3_HUMAN","Polymerase delta-interacting protein 3 (46 kDa DNA polymerase delta interaction protein) (p46) (S6K1 Aly/REF-like target) (SKAR)","POLDIP3",5.23,5.36,5.44,5.38,5.11,5.28,5.26,3.85,3.78,4.02,1,1.46,4.87295378348227,10.9,1.2e-07,3.9e-07,7.95
"P84243","H33_HUMAN","Histone H3.3","H3F3A",8.68,8.95,8.69,8.38,8.74,8.85,8.75,7.31,6.91,7.32,2,1.6,8.25777447412362,10.9,1.2e-07,4e-07,7.95
"P52895","AK1C2_HUMAN","Aldo-keto reductase family 1 member C2 (EC 1.-.-.-) (3-alpha-HSD3) (Chlordecone reductase homolog HAKRD) (Dihydrodiol dehydrogenase 2) (DD-2) (DD2) (Dihydrodiol dehydrogenase/bile acid-binding protein) (DD/BABP) (Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase) (EC 1.3.1.20) (Type III 3-alpha-hydroxysteroid dehydrogenase) (EC 1.1.1.357)","AKR1C2",6.57,6.81,6.82,6.12,6.61,6.79,6.81,4.7,4.55,4.96,1,1.99,6.0734082088607,10.89,1.2e-07,4e-07,7.94
"P31749","AKT1_HUMAN","RAC-alpha serine/threonine-protein kinase (EC 2.7.11.1) (Protein kinase B) (PKB) (Protein kinase B alpha) (PKB alpha) (Proto-oncogene c-Akt) (RAC-PK-alpha)","AKT1",8.13,8.69,8.28,8.02,8.25,8.48,8.16,6.75,6.83,6.66,4,1.62,7.82496021999408,10.88,1.2e-07,4e-07,7.94
"Q15286","RAB35_HUMAN","Ras-related protein Rab-35 (GTP-binding protein RAY) (Ras-related protein Rab-1C)","RAB35",6.49,6.34,6.61,6.69,6.46,6.51,6.59,5.2,5.13,5.29,1,1.28,6.13034148946245,10.85,1.2e-07,4.1e-07,7.9
"Q15005","SPCS2_HUMAN","Signal peptidase complex subunit 2 (EC 3.4.-.-) (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit)","SPCS2",7.46,7.34,7.35,7.2,7.35,7.29,7.31,6.07,5.53,6.04,2,1.51,6.89555314498012,10.85,1.2e-07,4.1e-07,7.9
"Q9NYF8","BCLF1_HUMAN","Bcl-2-associated transcription factor 1 (Btf) (BCLAF1 and THRAP3 family member 1)","BCLAF1",8.9,8.92,8.82,8.66,8.88,8.96,8.76,7.88,7.78,7.87,7,1.04,8.54348625023156,10.84,1.3e-07,4.2e-07,7.89
"Q86UE8","TLK2_HUMAN","Serine/threonine-protein kinase tousled-like 2 (EC 2.7.11.1) (HsHPK) (PKU-alpha) (Tousled-like kinase 2)","TLK2",8.15,8.53,8.74,8.46,8.73,8.23,8.56,6.59,6.86,6.79,2,1.73,7.96437513433162,10.83,1.3e-07,4.2e-07,7.88
"P49792","RBP2_HUMAN","E3 SUMO-protein ligase RanBP2 (EC 2.3.2.-) (358 kDa nucleoporin) (E3 SUMO-protein transferase RanBP2) (Nuclear pore complex protein Nup358) (Nucleoporin Nup358) (Ran-binding protein 2) (RanBP2) (p270)","RANBP2",8.29,8.17,8.06,7.97,8.2,8.1,8.08,7.03,6.92,7.17,3,1.13,7.79937205189979,10.81,1.3e-07,4.3e-07,7.85
"P28066","PSA5_HUMAN","Proteasome subunit alpha type-5 (EC 3.4.25.1) (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain)","PSMA5",6.9,6.9,7.03,6.95,6.92,7.09,7.22,5.68,5.35,5.68,2,1.37,6.5712976123535,10.8,1.3e-07,4.3e-07,7.84
"Q7L2J0","MEPCE_HUMAN","7SK snRNA methylphosphate capping enzyme (MePCE) (EC 2.1.1.-) (Bicoid-interacting protein 3 homolog) (Bin3 homolog)","MEPCE",6.63,6.84,6.59,6.7,6.62,6.83,6.71,5.53,5.4,5.28,2,1.28,6.31191339755303,10.79,1.3e-07,4.3e-07,7.84
"Q8IVT2","MISP_HUMAN","Mitotic interactor and substrate of PLK1 (Mitotic spindle positioning protein)","MISP",8.43,8.31,8.35,8.39,8.32,8.42,8.34,7.43,7.46,7.51,8,0.9,8.09698698931725,10.79,1.3e-07,4.3e-07,7.83
"Q92764","KRT35_HUMAN","Keratin, type I cuticular Ha5 (Hair keratin, type I Ha5) (Keratin-35) (K35)","KRT35",6.1,6.43,6.19,6.35,6.47,6.08,6.19,4.45,4.84,4.6,1,1.61,5.76974190137918,10.78,1.3e-07,4.4e-07,7.82
"P60866","RS20_HUMAN","40S ribosomal protein S20 (Small ribosomal subunit protein uS10)","RPS20",7.22,7.14,7.21,7.09,7.23,7.14,7.11,5.89,5.29,5.78,3,1.53,6.70886944429912,10.77,1.4e-07,4.4e-07,7.81
"P35221","CTNA1_HUMAN","Catenin alpha-1 (Alpha E-catenin) (Cadherin-associated protein) (Renal carcinoma antigen NY-REN-13)","CTNNA1",9.44,9.3,9.25,9.39,9.29,9.3,9.2,8.33,8.3,8.46,10,0.97,9.02660543793635,10.74,1.4e-07,4.5e-07,7.78
"P31943","HNRH1_HUMAN","Heterogeneous nuclear ribonucleoprotein H (hnRNP H) [Cleaved into: Heterogeneous nuclear ribonucleoprotein H, N-terminally processed]","HNRNPH1",9.81,9.51,9.69,9.96,9.57,9.56,9.65,8.48,8.22,8.35,3,1.32,9.28110783806538,10.73,1.4e-07,4.6e-07,7.77
"Q29RF7","PDS5A_HUMAN","Sister chromatid cohesion protein PDS5 homolog A (Cell proliferation-inducing gene 54 protein) (Sister chromatid cohesion protein 112) (SCC-112)","PDS5A",5.29,5.58,5.37,5.11,5.48,5.48,5.3,3.83,3.21,3.49,2,1.9,4.81543234601559,10.71,1.4e-07,4.7e-07,7.75
"Q15020","SART3_HUMAN","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (Tat-interacting protein of 110 kDa) (Tip110) (p110 nuclear RNA-binding protein)","SART3",8.49,8.72,8.47,8.27,8.36,8.67,8.52,7.25,6.88,7.23,4,1.44,8.08559953979349,10.71,1.4e-07,4.7e-07,7.74
"Q15833","STXB2_HUMAN","Syntaxin-binding protein 2 (Protein unc-18 homolog 2) (Unc18-2) (Protein unc-18 homolog B) (Unc-18B)","STXBP2",7.47,7.86,7.62,7.32,7.57,7.73,7.67,6.08,6.32,6.21,3,1.45,7.18500813245943,10.7,1.5e-07,4.7e-07,7.73
"Q9NQ29","LUC7L_HUMAN","Putative RNA-binding protein Luc7-like 1 (Putative SR protein LUC7B1) (SR+89)","LUC7L",6.2,6.43,6.25,6.25,6.36,6.27,6.22,5.02,5.18,5.05,4,1.21,5.92413979799444,10.69,1.5e-07,4.7e-07,7.72
"Q9H1E3","NUCKS_HUMAN","Nuclear ubiquitous casein and cyclin-dependent kinase substrate 1 (P1)","NUCKS1",8.49,8.59,8.61,8.32,8.69,8.57,8.64,7.23,7.49,7.35,5,1.21,8.19890625974556,10.68,1.5e-07,4.8e-07,7.72
"Q1KMD3","HNRL2_HUMAN","Heterogeneous nuclear ribonucleoprotein U-like protein 2 (Scaffold-attachment factor A2) (SAF-A2)","HNRNPUL2",10.85,10.51,10.71,10.72,10.61,10.72,10.7,9.72,9.43,9.63,18,1.1,10.3614086832244,10.67,1.5e-07,4.8e-07,7.7
"Q9Y316","MEMO1_HUMAN","Protein MEMO1 (C21orf19-like protein) (Hepatitis C virus NS5A-transactivated protein 7) (HCV NS5A-transactivated protein 7) (Mediator of ErbB2-driven cell motility 1) (Mediator of cell motility 1) (Memo-1)","MEMO1",5.96,6.4,6.3,6.29,6.27,6.16,6.3,4.41,4.87,4.5,1,1.63,5.74670272802072,10.67,1.5e-07,4.8e-07,7.7
"P60660","MYL6_HUMAN","Myosin light polypeptide 6 (17 kDa myosin light chain) (LC17) (Myosin light chain 3) (MLC-3) (Myosin light chain alkali 3) (Myosin light chain A3) (Smooth muscle and nonmuscle myosin light chain alkali 6)","MYL6",9.36,9.19,9.22,9.38,9.18,9.09,9.32,8.16,8.29,8.19,6,1.04,8.93790499663764,10.65,1.5e-07,4.9e-07,7.68
"Q96IZ0","PAWR_HUMAN","PRKC apoptosis WT1 regulator protein (Prostate apoptosis response 4 protein) (Par-4)","PAWR",7.36,7.26,7.9,6.95,6.61,7.26,6.92,5.65,5.15,5.33,1,2.13,6.63789460777373,10.63,1.6e-07,5e-07,7.66
"Q96FZ2","HMCES_HUMAN","Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein (ES cell-specific 5hmC-binding protein) (Putative peptidase SRAPD1) (EC 3.4.-.-) (SRAP domain-containing protein 1)","HMCES",8.88,9.55,9.32,9.08,9.38,9.39,9.24,6.91,7.26,6.21,4,2.46,8.52051272521927,10.63,1.6e-07,5e-07,7.66
"O43395","PRPF3_HUMAN","U4/U6 small nuclear ribonucleoprotein Prp3 (Pre-mRNA-splicing factor 3) (hPrp3) (U4/U6 snRNP 90 kDa protein)","PRPF3",8.55,8.65,8.46,8.52,8.55,8.59,8.42,7.43,7.58,7.64,8,1,8.23838489499882,10.62,1.6e-07,5e-07,7.65
"P12270","TPR_HUMAN","Nucleoprotein TPR (Megator) (NPC-associated intranuclear protein) (Translocated promoter region protein)","TPR",9.85,9.83,9.76,9.64,9.7,9.73,9.74,8.78,9.03,8.85,21,0.93,9.49051850187118,10.62,1.6e-07,5e-07,7.65
"Q13155","AIMP2_HUMAN","Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 (Multisynthase complex auxiliary component p38) (Protein JTV-1)","AIMP2",8.87,9.18,9.06,8.88,8.96,9,9.06,7.96,8.07,7.86,2,1.07,8.69127868137091,10.61,1.6e-07,5e-07,7.64
"P46783","RS10_HUMAN","40S ribosomal protein S10 (Small ribosomal subunit protein eS10)","RPS10",8.74,8.65,8.65,8.83,8.67,8.67,8.73,7.67,7.25,7.59,5,1.18,8.34635203291188,10.6,1.6e-07,5e-07,7.63
"P51858","HDGF_HUMAN","Hepatoma-derived growth factor (HDGF) (High mobility group protein 1-like 2) (HMG-1L2)","HDGF",9.86,9.92,9.79,9.47,9.74,9.91,9.78,8.56,8.72,8.74,9,1.18,9.44929147406776,10.6,1.6e-07,5e-07,7.63
"Q92945","FUBP2_HUMAN","Far upstream element-binding protein 2 (FUSE-binding protein 2) (KH type-splicing regulatory protein) (KSRP) (p75)","KHSRP",10.17,9.82,9.94,10.14,9.92,9.96,9.92,8.87,8.83,8.95,19,1.09,9.65309522615952,10.58,1.6e-07,5.1e-07,7.61
"P25205","MCM3_HUMAN","DNA replication licensing factor MCM3 (EC 3.6.4.12) (DNA polymerase alpha holoenzyme-associated protein P1) (P1-MCM3) (RLF subunit beta) (p102)","MCM3",8.58,9.07,8.88,8.66,8.88,9.02,8.88,7.48,7.55,7.4,7,1.37,8.43904111625643,10.58,1.7e-07,5.2e-07,7.6
"P33992","MCM5_HUMAN","DNA replication licensing factor MCM5 (EC 3.6.4.12) (CDC46 homolog) (P1-CDC46)","MCM5",7.92,8.47,8.2,7.9,8.19,8.4,8.19,6.67,6.65,6.63,4,1.55,7.72132225357202,10.58,1.7e-07,5.2e-07,7.6
"O14579","COPE_HUMAN","Coatomer subunit epsilon (Epsilon-coat protein) (Epsilon-COP)","COPE",7.83,7.78,7.92,8.18,7.88,7.78,8.09,6.69,6.5,6.59,4,1.25,7.5233700081848,10.57,1.7e-07,5.2e-07,7.59
"Q9UBB5","MBD2_HUMAN","Methyl-CpG-binding domain protein 2 (Demethylase) (DMTase) (Methyl-CpG-binding protein MBD2)","MBD2",4.9,5.24,4.91,4.82,4.91,4.85,4.99,1.84,2.17,3.04,1,2.67,4.16623200836158,10.57,1.7e-07,5.2e-07,7.59
"Q12769","NU160_HUMAN","Nuclear pore complex protein Nup160 (160 kDa nucleoporin) (Nucleoporin Nup160)","NUP160",4.79,4.92,4.66,4.9,5.05,4.78,4.58,2.89,2.72,3.2,1,1.85,4.24871236196505,10.56,1.7e-07,5.2e-07,7.58
"P26641","EF1G_HUMAN","Elongation factor 1-gamma (EF-1-gamma) (eEF-1B gamma)","EEF1G",11.03,11.05,10.99,10.94,10.94,11.25,10.9,9.92,9.43,9.72,15,1.33,10.6173777255678,10.56,1.7e-07,5.2e-07,7.58
"P50402","EMD_HUMAN","Emerin","EMD",7.88,7.63,7.8,7.82,7.94,7.83,7.86,6.78,6.78,6.71,6,1.01,7.50404906624215,10.56,1.7e-07,5.2e-07,7.58
"P62841","RS15_HUMAN","40S ribosomal protein S15 (RIG protein) (Small ribosomal subunit protein uS19)","RPS15",8.34,8.38,8.32,8.57,8.43,8.5,8.48,7.5,7.39,7.5,3,0.88,8.14165819249414,10.55,1.7e-07,5.3e-07,7.57
"Q15436","SC23A_HUMAN","Protein transport protein Sec23A (hSec23A) (SEC23-related protein A)","SEC23A",8.98,9.21,9,9.06,9.05,9.05,9,7.93,8.16,7.8,7,1.1,8.72275322465463,10.53,1.7e-07,5.4e-07,7.55
"Q9Y6J9","TAF6L_HUMAN","TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L (PCAF-associated factor 65-alpha) (PAF65-alpha)","TAF6L",6.25,6.33,6.36,6.03,6.36,6.51,6.43,4.86,4.7,4.98,2,1.47,5.8828279274895,10.52,1.8e-07,5.4e-07,7.54
"O15372","EIF3H_HUMAN","Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)","EIF3H",8.76,8.67,8.69,8.85,8.78,8.66,8.59,7.53,7.79,7.53,5,1.09,8.38566257441809,10.52,1.8e-07,5.4e-07,7.54
"Q7L014","DDX46_HUMAN","Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46) (PRP5 homolog)","DDX46",10.16,10.46,10.14,10.11,10.2,10.35,10.06,9.12,9.15,9.16,16,1.11,9.89059003025963,10.52,1.8e-07,5.4e-07,7.53
"P55735","SEC13_HUMAN","Protein SEC13 homolog (GATOR complex protein SEC13) (SEC13-like protein 1) (SEC13-related protein)","SEC13",8.1,7.97,8.31,8.15,8.17,8.19,8.27,6.91,6.44,6.86,4,1.39,7.73679277524701,10.51,1.8e-07,5.4e-07,7.53
"Q8NDX6","ZN740_HUMAN","Zinc finger protein 740 (OriLyt TD-element-binding protein 7)","ZNF740",7.31,7.75,7.85,7.67,7.84,7.46,7.84,5.76,6.16,5.82,1,1.72,7.14580894714334,10.51,1.8e-07,5.4e-07,7.52
"P62888","RL30_HUMAN","60S ribosomal protein L30 (Large ribosomal subunit protein eL30)","RPL30",7.77,7.6,7.61,7.76,7.72,7.85,7.67,6.4,5.94,6.44,2,1.4,7.27643653698901,10.5,1.8e-07,5.5e-07,7.52
"P00966","ASSY_HUMAN","Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)","ASS1",5.82,5.89,5.64,6.11,5.86,5.85,5.72,4.38,4.38,4.46,1,1.38,5.41272747871736,10.49,1.8e-07,5.5e-07,7.51
"P46013","KI67_HUMAN","Proliferation marker protein Ki-67 (Antigen identified by monoclonal antibody Ki-67) (Antigen KI-67) (Antigen Ki67)","MKI67",7.65,7.96,7.79,7.64,7.85,7.85,7.8,6.44,6.7,6.3,5,1.32,7.39831920639275,10.48,1.8e-07,5.5e-07,7.5
