"Protein","Gene","Description","GeneSymbol","Ctrl.Rep2","Ctrl.Rep3","Ctrl.Rep4","ER.Rep1","ER.Rep2","ER.Rep3","ER.Rep4","IGG.Ctrl","IGG.ER","IGG.Mixed","Unique_Peptides","logFC","AveExpr","t","P.Value","adj.P.Val","B","controlLogFoldChange"
"P31942","HNRH3_HUMAN","Heterogeneous nuclear ribonucleoprotein H3 (hnRNP H3) (Heterogeneous nuclear ribonucleoprotein 2H9) (hnRNP 2H9)","HNRNPH3",9.7,9.18,9.52,9.82,9.48,9.48,9.52,8.58,8.27,8.36,9,0.11,9.19006645894992,0.82,0.43,1,-4.95,1.17200330231823
"P26373","RL13_HUMAN","60S ribosomal protein L13 (Breast basic conserved protein 1) (Large ribosomal subunit protein eL13)","RPL13",11.25,11.17,11.08,11.23,11.17,11.34,11.21,10.14,9.96,10.17,14,0.07,10.8706425277256,0.82,0.43,1,-4.95,1.14675241872303
"P00966","ASSY_HUMAN","Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)","ASS1",5.82,5.89,5.64,6.11,5.86,5.85,5.72,4.38,4.38,4.46,1,0.1,5.41272747871736,0.82,0.43,1,-4.95,1.48180088628428
"Q96AE4","FUBP1_HUMAN","Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1) (DNA helicase V) (hDH V)","FUBP1",9.96,9.55,9.84,10.04,9.77,9.74,9.94,8.9,8.95,8.97,11,0.09,9.56517708939867,0.82,0.43,1,-4.95,0.934081207676455
"Q92908","GATA6_HUMAN","Transcription factor GATA-6 (GATA-binding factor 6)","GATA6",7.53,7.61,7.89,7.97,7.85,7.36,8.07,5.3,5.58,5.39,2,0.13,7.05605593475498,0.82,0.43,1,-4.95,2.39156494867064
"Q96ST3","SIN3A_HUMAN","Paired amphipathic helix protein Sin3a (Histone deacetylase complex subunit Sin3a) (Transcriptional corepressor Sin3a)","SIN3A",7.51,7.75,7.5,7.35,7.52,7.47,7.56,5.91,5.36,5.78,4,-0.11,6.97154137333341,-0.82,0.43,1,-4.95,1.89897974923706
"Q05639","EF1A2_HUMAN","Elongation factor 1-alpha 2 (EF-1-alpha-2) (Eukaryotic elongation factor 1 A-2) (eEF1A-2) (Statin-S1)","EEF1A2",9.44,10.08,9.41,9.44,9.47,9.81,9.28,8.21,7.93,8.39,8,-0.14,9.14587428935856,-0.82,0.43,1,-4.95,1.46457004787953
"Q9H269","VPS16_HUMAN","Vacuolar protein sorting-associated protein 16 homolog (hVPS16)","VPS16",6.04,6.44,5.95,5.95,5.97,6.28,5.9,4.5,4.62,4.59,1,-0.12,5.62460226777275,-0.82,0.43,1,-4.95,1.57429464963565
"Q15149","PLEC_HUMAN","Plectin (PCN) (PLTN) (Hemidesmosomal protein 1) (HD1) (Plectin-1)","PLEC",14.08,14.08,13.97,14.04,13.96,13.91,13.99,13.11,13.43,13.26,248,-0.07,13.7831040523205,-0.82,0.43,1,-4.95,0.77638309177285
"Q9Y224","RTRAF_HUMAN","RNA transcription, translation and transport factor protein (CLE7 homolog) (CLE) (hCLE)","RTRAF",8.51,8.33,8.28,8.29,8.27,8.2,8.41,7.47,7.35,7.53,4,-0.08,8.06451849289818,-0.82,0.43,1,-4.95,0.922437844624953
"Q9BUQ8","DDX23_HUMAN","Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)","DDX23",9.82,9.91,9.72,9.74,9.76,9.8,9.72,8.68,8.6,8.6,13,-0.06,9.43622069770811,-0.82,0.43,1,-4.95,1.19156995003624
"Q9H0X9","OSBL5_HUMAN","Oxysterol-binding protein-related protein 5 (ORP-5) (OSBP-related protein 5) (Oxysterol-binding protein homolog 1)","OSBPL5",6.23,6.36,6.58,6.86,6.48,6.18,6.65,4.93,5.35,4.67,2,0.15,6.02944129403337,0.82,0.43,1,-4.95,1.5619462939587
"Q9UBU9","NXF1_HUMAN","Nuclear RNA export factor 1 (Tip-associated protein) (Tip-associating protein) (mRNA export factor TAP)","NXF1",6.62,6.92,7.09,7.25,6.88,6.79,7.06,5.98,6.22,5.96,3,0.12,6.67606726839741,0.82,0.43,1,-4.95,0.943314620023989
"Q15020","SART3_HUMAN","Squamous cell carcinoma antigen recognized by T-cells 3 (SART-3) (Tat-interacting protein of 110 kDa) (Tip110) (p110 nuclear RNA-binding protein)","SART3",8.49,8.72,8.47,8.27,8.36,8.67,8.52,7.25,6.88,7.23,4,-0.1,8.08559953979349,-0.82,0.43,1,-4.95,1.44067740464347
"P35637","FUS_HUMAN","RNA-binding protein FUS (75 kDa DNA-pairing protein) (Oncogene FUS) (Oncogene TLS) (POMp75) (Translocated in liposarcoma protein)","FUS",9.55,9.22,9.76,10.01,9.53,9.43,9.64,8.36,8.96,8.42,7,0.14,9.28852432271247,0.81,0.43,1,-4.95,1.07028472958424
"O75916","RGS9_HUMAN","Regulator of G-protein signaling 9 (RGS9)","RGS9",6.63,6.67,6.74,6.72,6.58,6.98,6.81,5.98,5.95,6.05,1,0.09,6.51137094479107,0.81,0.43,1,-4.95,0.779738875705036
"O43865","SAHH2_HUMAN","S-adenosylhomocysteine hydrolase-like protein 1 (DC-expressed AHCY-like molecule) (IP(3)Rs binding protein released with IP(3)) (IRBIT) (Putative adenosylhomocysteinase 2) (S-adenosyl-L-homocysteine hydrolase 2) (AdoHcyase 2)","AHCYL1",5.25,5.15,5.03,5.43,5.3,5.13,5.12,4.04,3.87,3.85,1,0.11,4.81655032370141,0.81,0.43,1,-4.95,1.33092190079135
"P63220","RS21_HUMAN","40S ribosomal protein S21 (Small ribosomal subunit protein eS21)","RPS21",9.2,9.21,9.26,9.27,9.43,9.16,9.29,7.98,7.99,7.96,3,0.07,8.87599082278915,0.81,0.43,1,-4.95,1.31296731305504
"O00712","NFIB_HUMAN","Nuclear factor 1 B-type (NF1-B) (Nuclear factor 1/B) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/B) (NF-I/B) (NFI-B) (TGGCA-binding protein)","NFIB",6.54,6.29,7.03,7.19,7.03,6,7.1,4.56,4.28,4.31,1,0.21,6.03390727795973,0.81,0.43,1,-4.95,2.44518724727951
"Q8WWQ0","PHIP_HUMAN","PH-interacting protein (PHIP) (IRS-1 PH domain-binding protein) (WD repeat-containing protein 11)","PHIP",6.94,7.13,7.09,7.07,7.26,7.17,7.04,5.95,6.14,6.02,3,0.08,6.77932027718201,0.81,0.43,1,-4.95,1.09633627478343
"P25786","PSA1_HUMAN","Proteasome subunit alpha type-1 (EC 3.4.25.1) (30 kDa prosomal protein) (PROS-30) (Macropain subunit C2) (Multicatalytic endopeptidase complex subunit C2) (Proteasome component C2) (Proteasome nu chain)","PSMA1",6.68,6.42,6.6,6.72,6.59,6.49,6.85,5.64,5.71,5.82,1,0.1,6.35016859603051,0.81,0.43,1,-4.95,0.939820719730467
"Q96EY4","TMA16_HUMAN","Translation machinery-associated protein 16","TMA16",6.66,6.85,6.53,6.54,6.69,6.67,6.46,5.6,5.62,5.54,1,-0.09,6.31818140437497,-0.81,0.43,1,-4.95,1.09488290537324
"Q86Y56","DAAF5_HUMAN","Dynein assembly factor 5, axonemal (HEAT repeat-containing protein 2)","DNAAF5",7.2,7.62,7.45,7.21,7.45,7.29,7.36,5.82,5.68,5.84,2,-0.09,6.89059777709063,-0.81,0.44,1,-4.95,1.64423378021633
"O43768","ENSA_HUMAN","Alpha-endosulfine (ARPP-19e)","ENSA",5.85,5.81,5.97,5.95,6.09,5.97,5.88,3.86,4.15,4.03,1,0.09,5.35631091630347,0.81,0.44,1,-4.95,1.95678998385021
"P35659","DEK_HUMAN","Protein DEK","DEK",7.78,7.84,7.89,7.61,7.74,7.84,7.83,6.49,6.8,6.64,4,-0.08,7.44559996039129,-0.81,0.44,1,-4.95,1.19644700303953
"P46100","ATRX_HUMAN","Transcriptional regulator ATRX (EC 3.6.4.12) (ATP-dependent helicase ATRX) (X-linked helicase II) (X-linked nuclear protein) (XNP) (Znf-HX)","ATRX",4,3.78,3.45,3.63,3.86,4.24,3.86,3.16,3.07,3.2,1,0.15,3.62443056579734,0.8,0.44,1,-4.96,0.752498908064563
"Q14566","MCM6_HUMAN","DNA replication licensing factor MCM6 (EC 3.6.4.12) (p105MCM)","MCM6",7.61,7.91,7.74,7.41,7.58,7.94,7.68,6.51,6.48,6.45,4,-0.1,7.32999092349518,-0.8,0.44,1,-4.96,1.27245007960472
"P11413","G6PD_HUMAN","Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)","G6PD",10.68,10.49,10.38,10.69,10.5,10.71,10.52,9.5,9.1,9.41,18,0.09,10.1985414784351,0.8,0.44,1,-4.96,1.26943358541731
"P52701","MSH6_HUMAN","DNA mismatch repair protein Msh6 (hMSH6) (G/T mismatch-binding protein) (GTBP) (GTMBP) (MutS protein homolog 6) (MutS-alpha 160 kDa subunit) (p160)","MSH6",4.29,4.79,4.4,4.51,4.34,4.25,4.32,2.56,2.95,2.63,1,-0.14,3.90391856865863,-0.8,0.44,1,-4.96,1.77677751005233
"O43707","ACTN4_HUMAN","Alpha-actinin-4 (Non-muscle alpha-actinin 4)","ACTN4",10.05,9.75,9.82,9.89,9.76,9.69,9.85,9.03,8.92,9.13,22,-0.08,9.5878792027684,-0.8,0.44,1,-4.96,0.847128301727654
"P49585","PCY1A_HUMAN","Choline-phosphate cytidylyltransferase A (EC 2.7.7.15) (CCT-alpha) (CTP:phosphocholine cytidylyltransferase A) (CCT A) (CT A) (Phosphorylcholine transferase A)","PCYT1A",9.61,10.38,9.8,10.21,10.01,10.14,9.88,7.26,7.57,7.22,11,0.13,9.20861816757951,0.8,0.44,1,-4.96,2.71174079333662
"Q68DK7","MSL1_HUMAN","Male-specific lethal 1 homolog (MSL-1) (Male-specific lethal 1-like 1) (MSL1-like 1) (Male-specific lethal-1 homolog 1)","MSL1",4.34,4.77,4.89,4.47,5.06,4.9,4.91,2.74,2.26,2.95,1,0.17,4.12920852441186,0.8,0.44,1,-4.96,2.18366974830775
"P35241","RADI_HUMAN","Radixin","RDX",8.75,8.45,8.66,8.8,8.71,8.56,8.74,7.68,7.8,7.93,9,0.08,8.40802985910332,0.8,0.44,1,-4.96,0.896237834262548
"P43246","MSH2_HUMAN","DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2)","MSH2",6.98,7.27,7.38,7.35,7.33,7.28,7.29,6.39,6.78,6.46,2,0.1,7.0511460357099,0.8,0.44,1,-4.96,0.765955165537799
"Q07955","SRSF1_HUMAN","Serine/arginine-rich splicing factor 1 (Alternative-splicing factor 1) (ASF-1) (Splicing factor, arginine/serine-rich 1) (pre-mRNA-splicing factor SF2, P33 subunit)","SRSF1",9.84,9.55,9.69,9.92,9.68,9.73,9.75,8.85,8.65,8.74,9,0.08,9.44129577468602,0.8,0.44,1,-4.96,1.02282688263819
"Q7Z2W4","ZCCHV_HUMAN","Zinc finger CCCH-type antiviral protein 1 (ADP-ribosyltransferase diphtheria toxin-like 13) (ARTD13) (Zinc finger CCCH domain-containing protein 2) (Zinc finger antiviral protein) (ZAP)","ZC3HAV1",6.29,6.57,6.32,6.24,6.41,6.46,6.07,5.04,5.14,4.93,1,-0.1,5.94853141730564,-0.8,0.44,1,-4.96,1.36061735438297
"O14745","NHRF1_HUMAN","Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1)","SLC9A3R1",8.08,7.86,7.9,7.96,8.04,8.02,8.14,6.91,6.8,7.25,5,0.09,7.69605740742739,0.79,0.44,1,-4.96,1.05546861507325
"Q8IY92","SLX4_HUMAN","Structure-specific endonuclease subunit SLX4 (BTB/POZ domain-containing protein 12)","SLX4",4.37,4.16,4.6,4.72,4.54,4.23,4.6,4.21,4.74,4.24,1,0.14,4.43979107944694,0.79,0.44,1,-4.96,0.12450495827138
"Q9UQ35","SRRM2_HUMAN","Serine/arginine repetitive matrix protein 2 (300 kDa nuclear matrix antigen) (Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa) (SR-related nuclear matrix protein of 300 kDa) (Ser/Arg-related nuclear matrix protein of 300 kDa) (Splicing coactivator subunit SRm300) (Tax-responsive enhancer element-binding protein 803) (TaxREB803)","SRRM2",9.39,9.56,9.89,9.78,9.78,9.61,9.7,8.87,9.27,8.84,13,0.1,9.46903216501271,0.79,0.44,1,-4.96,0.724182907157786
"Q6KC79","NIPBL_HUMAN","Nipped-B-like protein (Delangin) (SCC2 homolog)","NIPBL",6.36,6.55,6.72,6.19,6.41,6.11,6.4,4.55,6.45,4.86,1,-0.27,6.05826114189253,-0.79,0.45,1,-4.96,1.26014723002355
"Q9HAV4","XPO5_HUMAN","Exportin-5 (Exp5) (Ran-binding protein 21)","XPO5",8.11,8.65,8.25,8.08,8.22,8.44,8.22,6.68,6.71,6.7,5,-0.1,7.80489360102698,-0.79,0.45,1,-4.96,1.64370955115881
"Q9ULA0","DNPEP_HUMAN","Aspartyl aminopeptidase (EC 3.4.11.21)","DNPEP",6.98,7.24,7.06,6.9,6.81,7.22,7.03,6.1,5.78,5.76,5,-0.1,6.68809893639661,-0.79,0.45,1,-4.96,1.21336016453852
"Q9BS26","ERP44_HUMAN","Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4)","ERP44",8.35,7.31,8.65,9.17,8.22,7.37,8.88,6.37,6.54,6.26,4,0.31,7.71272808722867,0.79,0.45,1,-4.96,2.01760430870886
"Q14203","DCTN1_HUMAN","Dynactin subunit 1 (150 kDa dynein-associated polypeptide) (DAP-150) (DP-150) (p135) (p150-glued)","DCTN1",5.98,6.05,6.07,6.11,5.63,6.1,5.87,4.9,4.62,4.8,2,-0.11,5.6143668649454,-0.79,0.45,1,-4.96,1.26248177694725
"P05387","RLA2_HUMAN","60S acidic ribosomal protein P2 (Large ribosomal subunit protein P2) (Renal carcinoma antigen NY-REN-44)","RPLP2",6.6,6.02,6.34,6.15,6.15,6.26,6.21,5.67,5.04,5.45,1,-0.13,5.98804373544305,-0.79,0.45,1,-4.97,0.938991090618089
"Q14676","MDC1_HUMAN","Mediator of DNA damage checkpoint protein 1 (Nuclear factor with BRCT domains 1)","MDC1",3.08,3.19,2.15,3.49,2.84,3.17,2.68,1.57,2.21,2.13,1,0.24,2.65031136461538,0.78,0.45,1,-4.97,1.0755576485558
"P53999","TCP4_HUMAN","Activated RNA polymerase II transcriptional coactivator p15 (Positive cofactor 4) (PC4) (SUB1 homolog) (p14)","SUB1",8.87,8.67,8.86,8.78,8.86,8.88,8.97,7.65,7.38,7.65,7,0.08,8.4570016200527,0.78,0.45,1,-4.97,1.31477784173723
"P15927","RFA2_HUMAN","Replication protein A 32 kDa subunit (RP-A p32) (Replication factor A protein 2) (RF-A protein 2) (Replication protein A 34 kDa subunit) (RP-A p34)","RPA2",6.27,6.78,6.32,5.94,6.47,6.51,6.38,4.5,4.63,4.83,2,-0.13,5.86385243168763,-0.78,0.45,1,-4.97,1.80360928219357
"O43670","ZN207_HUMAN","BUB3-interacting and GLEBS motif-containing protein ZNF207 (BuGZ) (hBuGZ) (Zinc finger protein 207)","ZNF207",4.71,4.72,4.78,4.56,4.77,4.56,4.62,3.41,3.81,3.53,1,-0.11,4.34647055588988,-0.78,0.45,1,-4.97,1.15074511400734
"Q99575","POP1_HUMAN","Ribonucleases P/MRP protein subunit POP1 (hPOP1) (EC 3.1.26.5)","POP1",2.57,2.58,1.97,2.33,2.86,2.76,2.83,1.94,0,1.8,1,0.32,2.16416267672303,0.78,0.45,1,-4.97,1.44415206275013
"O75937","DNJC8_HUMAN","DnaJ homolog subfamily C member 8 (Splicing protein spf31)","DNAJC8",8.05,8.08,8.35,8.23,8.36,8.09,8.3,6.7,6.9,6.58,3,0.09,7.76355501792543,0.78,0.45,1,-4.97,1.51968098315688
"Q99873","ANM1_HUMAN","Protein arginine N-methyltransferase 1 (EC 2.1.1.319) (Histone-arginine N-methyltransferase PRMT1) (Interferon receptor 1-bound protein 4)","PRMT1",9.38,9.75,9.6,9.66,9.58,9.77,9.59,7.58,7.49,7.56,6,0.07,8.99530931398539,0.77,0.45,1,-4.97,2.10714077274036
"O00571","DDX3X_HUMAN","ATP-dependent RNA helicase DDX3X (EC 3.6.4.13) (DEAD box protein 3, X-chromosomal) (DEAD box, X isoform) (Helicase-like protein 2) (HLP2)","DDX3X",10.23,10.39,10.17,10.45,10.3,10.29,10.28,8.85,8.94,8.86,7,0.06,9.87538674633577,0.77,0.45,1,-4.97,1.44307178658838
"Q96JY6","PDLI2_HUMAN","PDZ and LIM domain protein 2 (PDZ-LIM protein mystique)","PDLIM2",5.3,4.93,5.01,5.21,5.33,4.85,5.42,4.2,4.51,4.36,1,0.12,4.91104547824941,0.77,0.45,1,-4.97,0.84990578598477
"P24941","CDK2_HUMAN","Cyclin-dependent kinase 2 (EC 2.7.11.22) (Cell division protein kinase 2) (p33 protein kinase)","CDK2",6.39,6.59,6.68,6.33,6.48,6.47,6.6,5.15,5.19,5.27,1,-0.09,6.11485477204823,-0.77,0.45,1,-4.97,1.35084329612041
"P42167","LAP2B_HUMAN","Lamina-associated polypeptide 2, isoforms beta/gamma (Thymopoietin, isoforms beta/gamma) (TP beta/gamma) (Thymopoietin-related peptide isoforms beta/gamma) (TPRP isoforms beta/gamma) [Cleaved into: Thymopoietin (TP) (Splenin); Thymopentin (TP5)]","TMPO",8.99,8.98,9.09,8.86,8.92,8.96,9.09,8.02,8.21,8.09,7,-0.07,8.72151558354665,-0.77,0.46,1,-4.97,0.916518297211205
"P58546","MTPN_HUMAN","Myotrophin (Protein V-1)","MTPN",5.47,5.67,5.6,5.67,5.61,5.79,5.64,3.62,3.41,3.8,1,0.1,5.0280161937037,0.77,0.46,1,-4.97,2.06564415804689
"P22234","PUR6_HUMAN","Multifunctional protein ADE2 [Includes: Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase); Phosphoribosylaminoimidazole carboxylase (EC 4.1.1.21) (AIR carboxylase) (AIRC)]","PAICS",8.19,8.56,8.18,7.91,8.14,8.58,8.17,7.28,7.01,7.09,6,-0.12,7.9106146436196,-0.77,0.46,1,-4.98,1.18613427679767
"P35579","MYH9_HUMAN","Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)","MYH9",12.87,12.98,12.55,12.8,12.68,12.77,12.66,11.79,11.95,11.85,103,-0.08,12.4902097014765,-0.77,0.46,1,-4.98,0.941964613106931
"Q9BZE9","ASPC1_HUMAN","Tether containing UBX domain for GLUT4 (Alveolar soft part sarcoma chromosomal region candidate gene 1 protein) (Alveolar soft part sarcoma locus) (Renal papillary cell carcinoma protein 17) (UBX domain-containing protein 9)","ASPSCR1",6.04,6.19,6.11,6.03,6.13,6.42,6.22,5.44,5.47,5.38,1,0.09,5.94258481308087,0.77,0.46,1,-4.98,0.770901765149185
"O00303","EIF3F_HUMAN","Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Deubiquitinating enzyme eIF3f) (EC 3.4.19.12) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)","EIF3F",7.09,7.06,6.83,7.3,7.02,7.03,6.99,5.66,5.85,5.63,5,0.09,6.64551249084756,0.77,0.46,1,-4.98,1.37061157631707
"Q14781","CBX2_HUMAN","Chromobox protein homolog 2","CBX2",3.09,3.42,2.88,3.38,3.35,3.53,3.31,0,1.63,1.55,1,0.26,2.61454514003489,0.76,0.46,1,-4.98,2.3333048051871
"P83876","TXN4A_HUMAN","Thioredoxin-like protein 4A (DIM1 protein homolog) (Spliceosomal U5 snRNP-specific 15 kDa protein) (Thioredoxin-like U5 snRNP protein U5-15kD)","TXNL4A",6.92,6.92,6.68,6.67,6.72,6.9,6.64,5.85,5.34,5.7,1,-0.1,6.43498660623868,-0.76,0.46,1,-4.98,1.20563818946655
"P08651","NFIC_HUMAN","Nuclear factor 1 C-type (NF1-C) (Nuclear factor 1/C) (CCAAT-box-binding transcription factor) (CTF) (Nuclear factor I/C) (NF-I/C) (NFI-C) (TGGCA-binding protein)","NFIC",7.2,7.19,7.86,7.7,7.96,6.94,7.77,5.3,5.58,5.2,1,0.18,6.87190371005559,0.76,0.46,1,-4.98,2.23687263339124
"Q15424","SAFB1_HUMAN","Scaffold attachment factor B1 (SAF-B) (SAF-B1) (HSP27 estrogen response element-TATA box-binding protein) (HSP27 ERE-TATA-binding protein)","SAFB",9.48,9.31,9.47,9.66,9.4,9.4,9.5,8.6,8.64,8.51,9,0.07,9.19489757249445,0.76,0.46,1,-4.98,0.904439791121337
"P09525","ANXA4_HUMAN","Annexin A4 (35-beta calcimedin) (Annexin IV) (Annexin-4) (Carbohydrate-binding protein p33/p41) (Chromobindin-4) (Endonexin I) (Lipocortin IV) (P32.5) (PP4-X) (Placental anticoagulant protein II) (PAP-II) (Protein II)","ANXA4",7.3,7.14,7.46,7.33,7.46,7.19,7.55,6.25,6.2,6.2,4,0.09,7.00642650237454,0.76,0.46,1,-4.98,1.17065406230903
"Q16643","DREB_HUMAN","Drebrin (Developmentally-regulated brain protein)","DBN1",8.22,7.89,8.27,8.27,8.15,8.1,8.44,7.63,8.15,7.6,4,0.11,8.06898394890375,0.76,0.46,1,-4.98,0.444746130871407
"P33991","MCM4_HUMAN","DNA replication licensing factor MCM4 (EC 3.6.4.12) (CDC21 homolog) (P1-CDC21)","MCM4",8.94,9.42,9,8.84,8.99,9.23,9.01,7.73,7.93,7.61,6,-0.1,8.67034907321254,-0.76,0.46,1,-4.98,1.36511795086901
"Q12788","TBL3_HUMAN","Transducin beta-like protein 3 (WD repeat-containing protein SAZD)","TBL3",8.18,7.96,8.43,8.48,8.32,8,8.42,7.46,7.82,7.35,6,0.11,8.04212738939908,0.76,0.46,1,-4.98,0.759083526216647
"O75475","PSIP1_HUMAN","PC4 and SFRS1-interacting protein (CLL-associated antigen KW-7) (Dense fine speckles 70 kDa protein) (DFS 70) (Lens epithelium-derived growth factor) (Transcriptional coactivator p75/p52)","PSIP1",5.18,4.94,5.41,4.88,5.2,5.16,4.99,3.59,3.25,3.67,1,-0.12,4.62769866471285,-0.76,0.46,1,-4.98,1.67449400913251
"Q15005","SPCS2_HUMAN","Signal peptidase complex subunit 2 (EC 3.4.-.-) (Microsomal signal peptidase 25 kDa subunit) (SPase 25 kDa subunit)","SPCS2",7.46,7.34,7.35,7.2,7.35,7.29,7.31,6.07,5.53,6.04,2,-0.1,6.89555314498012,-0.76,0.46,1,-4.98,1.5061411064139
"P23193","TCEA1_HUMAN","Transcription elongation factor A protein 1 (Transcription elongation factor S-II protein 1) (Transcription elongation factor TFIIS.o)","TCEA1",5.7,6.41,6.18,5.33,5.97,6.23,6.18,3.68,3.71,3.93,3,-0.17,5.33244836512291,-0.75,0.46,1,-4.98,2.32184118247211
"Q9UN86","G3BP2_HUMAN","Ras GTPase-activating protein-binding protein 2 (G3BP-2) (GAP SH3 domain-binding protein 2)","G3BP2",8.29,8.12,7.89,8.02,7.96,8.13,7.97,6.84,7.02,6.76,3,-0.08,7.70068383369352,-0.75,0.47,1,-4.98,1.22792007704495
"Q7L014","DDX46_HUMAN","Probable ATP-dependent RNA helicase DDX46 (EC 3.6.4.13) (DEAD box protein 46) (PRP5 homolog)","DDX46",10.16,10.46,10.14,10.11,10.2,10.35,10.06,9.12,9.15,9.16,16,-0.07,9.89059003025963,-0.75,0.47,1,-4.98,1.11009337949728
"Q12904","AIMP1_HUMAN","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 (Multisynthase complex auxiliary component p43) [Cleaved into: Endothelial monocyte-activating polypeptide 2 (EMAP-2) (Endothelial monocyte-activating polypeptide II) (EMAP-II) (Small inducible cytokine subfamily E member 1)]","AIMP1",6.59,6.93,6.73,6.55,6.46,6.95,6.65,5.7,5.57,5.49,1,-0.1,6.3624107578974,-0.75,0.47,1,-4.98,1.16593146809784
"P0DMV9","HS71B_HUMAN","Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 2) (HSP70-2) (HSP70.2)","HSPA1B",10.58,10.79,10.63,10.58,10.61,10.58,10.67,9.23,9.26,9.25,13,-0.06,10.218467987003,-0.75,0.47,1,-4.98,1.42286903939189
"Q14847","LASP1_HUMAN","LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50)","LASP1",9.87,10.17,9.73,9.72,9.88,10,9.75,8.37,8.28,8.42,11,-0.08,9.41841899995114,-0.75,0.47,1,-4.99,1.56569355771586
"Q9Y265","RUVB1_HUMAN","RuvB-like 1 (EC 3.6.4.12) (49 kDa TATA box-binding protein-interacting protein) (49 kDa TBP-interacting protein) (54 kDa erythrocyte cytosolic protein) (ECP-54) (INO80 complex subunit H) (Nuclear matrix protein 238) (NMP 238) (Pontin 52) (TIP49a) (TIP60-associated protein 54-alpha) (TAP54-alpha)","RUVBL1",9.46,9.55,9.46,9.31,9.39,9.56,9.45,8.3,8.09,8.22,8,-0.07,9.07854020554508,-0.75,0.47,1,-4.99,1.28819834361432
"P25440","BRD2_HUMAN","Bromodomain-containing protein 2 (O27.1.1) (Really interesting new gene 3 protein)","BRD2",5.94,6.3,6.08,5.91,6.12,5.92,6.08,4.36,4.71,4.41,1,-0.1,5.58277236187127,-0.75,0.47,1,-4.99,1.61495197885985
"P55317","FOXA1_HUMAN","Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1) (Transcription factor 3A) (TCF-3A)","FOXA1",4.1,3.8,4.93,4.71,4.74,3.86,4.66,2.01,2.53,2.28,1,0.22,3.7608745161726,0.75,0.47,1,-4.99,2.22010477067834
"O43447","PPIH_HUMAN","Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP)","PPIH",4.74,5,4.45,4.67,4.66,4.71,4.41,3.21,3.03,2.95,1,-0.12,4.18237851232491,-0.75,0.47,1,-4.99,1.6672027193806
"P46779","RL28_HUMAN","60S ribosomal protein L28 (Large ribosomal subunit protein eL28)","RPL28",10.05,9.88,10.04,10.13,9.97,10.07,10.05,8.86,8.62,8.88,8,0.07,9.65580622504265,0.75,0.47,1,-4.99,1.26722595691546
"P38159","RBMX_HUMAN","RNA-binding motif protein, X chromosome (Glycoprotein p43) (Heterogeneous nuclear ribonucleoprotein G) (hnRNP G) [Cleaved into: RNA-binding motif protein, X chromosome, N-terminally processed]","RBMX",9.71,9.23,9.53,9.97,9.44,9.49,9.5,8.47,8.2,8.27,8,0.11,9.18170612064399,0.74,0.47,1,-4.99,1.28899013731
"P60903","S10AA_HUMAN","Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11)","S100A10",7.93,7.82,7.47,7.69,7.56,7.71,7.62,6.73,6.33,6.72,2,-0.1,7.35621642244411,-0.74,0.47,1,-4.99,1.1453569663797
"Q15286","RAB35_HUMAN","Ras-related protein Rab-35 (GTP-binding protein RAY) (Ras-related protein Rab-1C)","RAB35",6.49,6.34,6.61,6.69,6.46,6.51,6.59,5.2,5.13,5.29,1,0.08,6.13034148946245,0.74,0.47,1,-4.99,1.35715095384732
